,age_group,age,idx,household,school,workplace
869,0-5,3,869,1144,,
870,19-64,45,870,1117,,public
871,19-64,46,871,866,,waste management
872,19-64,19,872,1410,,retail
873,19-64,51,873,110,,finance
874,19-64,37,874,904,,arts
875,19-64,21,875,27,,finance
876,19-64,50,876,1926,,other
877,19-64,35,877,970,,construction
878,6-18,8,878,407,1,
879,65-90,85,879,1955,,
880,0-5,1,880,1824,,
881,19-64,58,881,896,,manufacturing
882,19-64,63,882,196,,manufacturing
883,19-64,63,883,846,,retail
884,6-18,11,884,178,1,
885,19-64,31,885,453,,health
886,19-64,29,886,1376,,health
887,19-64,57,887,1600,,construction
888,19-64,23,888,557,,waste management
889,19-64,40,889,1248,,manufacturing
890,19-64,38,890,1121,,manufacturing
891,6-18,6,891,1925,0,
892,19-64,34,892,1490,,waste management
893,6-18,10,893,560,1,
894,19-64,48,894,1398,,finance
895,0-5,2,895,1415,,
896,19-64,35,896,282,,
897,19-64,19,897,832,,waste management
898,19-64,19,898,126,,waste management
899,19-64,23,899,1231,,wholesale
900,19-64,49,900,823,,health
901,19-64,55,901,1608,,health
902,19-64,23,902,30,0,schools
903,19-64,59,903,1271,,wholesale
904,19-64,49,904,53,,waste management
905,19-64,29,905,475,,retail
906,65-90,65,906,1213,,health
907,19-64,38,907,889,,construction
908,65-90,79,908,1908,,
909,65-90,89,909,804,,
910,6-18,8,910,1825,0,
911,19-64,27,911,21,,retail
912,19-64,61,912,774,,health
913,19-64,46,913,255,,finance
914,19-64,19,914,356,,health
915,6-18,16,915,1692,0,
916,19-64,34,916,81,,finance
917,19-64,56,917,962,,
918,19-64,54,918,1990,,health
919,19-64,38,919,285,,finance
920,19-64,43,920,1521,,agriculture
921,6-18,8,921,490,1,
922,19-64,53,922,1309,,health
923,19-64,48,923,1801,,manufacturing
924,65-90,85,924,1719,,
925,19-64,19,925,525,,agriculture
926,19-64,42,926,1694,,finance
927,65-90,76,927,888,,
928,19-64,23,928,31,,arts
929,19-64,29,929,437,,retail
930,65-90,66,930,495,,
931,65-90,90,931,314,,
932,19-64,21,932,953,,waste management
933,19-64,36,933,1069,,manufacturing
934,19-64,34,934,1830,,waste management
935,19-64,45,935,31,,health
936,6-18,6,936,1306,0,
937,19-64,35,937,723,,retail
938,19-64,21,938,416,,retail
939,65-90,85,939,583,,
940,19-64,26,940,417,,health
941,19-64,64,941,1474,,finance
942,19-64,31,942,1113,,health
943,19-64,48,943,133,,waste management
944,19-64,47,944,170,,arts
945,19-64,44,945,1804,0,schools
946,19-64,56,946,1159,,retail
947,19-64,46,947,421,,manufacturing
948,19-64,53,948,581,,manufacturing
949,65-90,68,949,448,,
950,6-18,10,950,1784,1,
951,19-64,37,951,1291,,retail
952,65-90,75,952,1680,,
953,19-64,26,953,762,,other
954,19-64,48,954,1179,,finance
955,19-64,26,955,603,,waste management
956,65-90,78,956,1983,,
957,19-64,32,957,34,,manufacturing
958,19-64,61,958,2026,,arts
959,65-90,67,959,1659,,
960,65-90,69,960,1948,,
961,19-64,38,961,54,,health
962,19-64,53,962,1537,,health
963,6-18,14,963,494,1,
964,19-64,59,964,1470,,waste management
965,65-90,80,965,1183,,
966,19-64,56,966,1697,,finance
967,19-64,60,967,501,,public
968,65-90,80,968,1941,,
969,19-64,64,969,1711,,health
970,19-64,25,970,1788,,health
971,19-64,25,971,1448,,health
972,19-64,28,972,1758,,health
973,6-18,13,973,1891,1,
974,65-90,86,974,983,,
975,19-64,50,975,59,,health
976,19-64,46,976,877,,waste management
977,19-64,62,977,649,,manufacturing
978,65-90,82,978,1480,,
979,65-90,72,979,1860,,
980,19-64,61,980,1292,,manufacturing
981,19-64,60,981,1715,1,schools
982,65-90,81,982,1495,,
983,19-64,26,983,1789,,finance
984,19-64,51,984,1151,,health
985,0-5,4,985,1259,,
986,19-64,25,986,886,,health
987,0-5,2,987,409,,
988,19-64,37,988,819,,transportation
989,19-64,20,989,167,,health
990,19-64,44,990,30,,finance
991,0-5,5,991,410,0,
992,19-64,31,992,1303,,waste management
993,19-64,30,993,159,,construction
994,0-5,4,994,693,,
995,19-64,23,995,467,,
996,19-64,41,996,566,,wholesale
997,19-64,23,997,1160,,manufacturing
998,19-64,41,998,1084,,public
999,19-64,45,999,696,,transportation
1000,19-64,32,1000,844,,arts
1001,19-64,25,1001,473,,manufacturing
1002,19-64,47,1002,22,,finance
1003,65-90,76,1003,437,,
1004,19-64,36,1004,671,,manufacturing
1005,19-64,45,1005,92,,health
1006,19-64,37,1006,62,,transportation
1007,19-64,58,1007,2059,,health
1008,6-18,12,1008,541,0,
1009,19-64,31,1009,170,1,schools
1010,19-64,22,1010,614,,waste management
1011,19-64,38,1011,217,,health
1012,6-18,12,1012,820,0,
1013,19-64,52,1013,787,,other
1014,19-64,55,1014,1300,,manufacturing
1015,19-64,33,1015,164,,retail
1016,19-64,58,1016,786,,manufacturing
1017,6-18,18,1017,802,0,
1018,19-64,27,1018,977,,other
1019,6-18,12,1019,1890,0,
1020,19-64,38,1020,1338,,transportation
1021,19-64,23,1021,646,,health
1022,19-64,32,1022,1187,,arts
1023,19-64,51,1023,1286,,public
1024,19-64,54,1024,945,,arts
1025,19-64,23,1025,1914,,manufacturing
1026,65-90,89,1026,1812,,
1027,19-64,19,1027,1628,,public
1028,19-64,45,1028,1396,,arts
1029,19-64,26,1029,1690,,health
1030,19-64,50,1030,1026,,arts
1031,6-18,9,1031,1488,1,
1032,19-64,45,1032,1118,,health
1033,6-18,12,1033,1626,0,
1034,19-64,34,1034,807,,retail
1035,6-18,12,1035,1709,0,
1036,19-64,44,1036,1079,,manufacturing
1037,19-64,21,1037,795,,arts
1038,19-64,52,1038,315,,health
1039,19-64,51,1039,1863,,manufacturing
1040,19-64,55,1040,581,,construction
1041,19-64,57,1041,1275,,manufacturing
1042,0-5,1,1042,1626,,
1043,19-64,19,1043,773,,construction
1044,0-5,1,1044,985,,
1045,0-5,2,1045,178,,
1046,19-64,45,1046,1195,,finance
1047,6-18,13,1047,397,0,
1048,19-64,44,1048,214,,finance
1049,19-64,42,1049,1118,,
1050,6-18,10,1050,404,0,
1051,19-64,63,1051,2024,,public
1052,19-64,58,1052,1817,,health
1053,19-64,23,1053,863,,health
1054,19-64,60,1054,72,,retail
1055,65-90,75,1055,1355,,
1056,19-64,28,1056,1347,,finance
1057,6-18,10,1057,812,1,
1058,65-90,73,1058,1949,,
1059,19-64,58,1059,206,,transportation
1060,19-64,37,1060,770,,retail
1061,6-18,6,1061,1916,1,
1062,6-18,7,1062,641,1,
1063,19-64,63,1063,226,,wholesale
1064,19-64,41,1064,253,,waste management
1065,6-18,7,1065,406,1,
1066,19-64,30,1066,1355,,manufacturing
1067,6-18,15,1067,1657,1,
1068,6-18,16,1068,1268,0,
1069,19-64,64,1069,1115,,health
1070,19-64,37,1070,873,,manufacturing
1071,19-64,57,1071,1830,,finance
1072,19-64,27,1072,284,,manufacturing
1073,6-18,17,1073,1586,0,
1074,19-64,52,1074,2044,,health
1075,6-18,10,1075,1976,1,
1076,6-18,6,1076,365,1,
1077,19-64,30,1077,260,,arts
1078,6-18,10,1078,1586,1,
1079,65-90,80,1079,1871,,
1080,19-64,47,1080,206,,health
1081,6-18,16,1081,1682,1,
1082,19-64,36,1082,168,,waste management
1083,65-90,77,1083,975,,
1084,19-64,31,1084,1406,,finance
1085,19-64,54,1085,58,,finance
1086,19-64,24,1086,1210,,other
1087,19-64,56,1087,1511,,transportation
1088,19-64,63,1088,306,1,schools
1089,19-64,31,1089,23,,arts
1090,19-64,58,1090,949,,finance
1091,65-90,77,1091,417,,
1092,6-18,12,1092,1553,1,
1093,19-64,32,1093,381,,waste management
1094,65-90,67,1094,1963,,
1095,19-64,47,1095,1827,,arts
1096,19-64,25,1096,1064,,retail
1097,19-64,31,1097,567,,agriculture
1098,19-64,37,1098,229,,waste management
1099,65-90,85,1099,1164,,
1100,19-64,35,1100,813,,
1101,19-64,64,1101,950,,retail
1102,19-64,48,1102,101,,transportation
1103,65-90,76,1103,2087,,
1104,65-90,69,1104,744,,
1105,65-90,79,1105,2045,,
1106,19-64,29,1106,212,,waste management
1107,6-18,8,1107,1011,0,
1108,65-90,65,1108,1778,,health
1109,19-64,46,1109,1098,1,schools
1110,6-18,14,1110,1796,1,
1111,19-64,28,1111,1196,,retail
1112,65-90,84,1112,1890,,
1113,6-18,14,1113,798,0,
1114,19-64,28,1114,980,,wholesale
1115,65-90,72,1115,1544,,
1116,19-64,49,1116,394,,manufacturing
1117,19-64,41,1117,66,,health
1118,65-90,77,1118,342,,
1119,6-18,8,1119,1130,1,
1120,19-64,36,1120,979,,manufacturing
1121,19-64,45,1121,1307,,public
1122,65-90,65,1122,1016,,arts
1123,19-64,62,1123,305,,finance
1124,19-64,34,1124,979,,other
1125,19-64,31,1125,1791,,finance
1126,6-18,6,1126,818,1,
1127,19-64,24,1127,541,,retail
1128,65-90,66,1128,442,,
1129,19-64,43,1129,526,,health
1130,19-64,59,1130,1247,,
1131,6-18,11,1131,1864,1,
1132,6-18,13,1132,1698,0,
1133,19-64,44,1133,1072,,waste management
1134,19-64,25,1134,19,,arts
1135,19-64,48,1135,395,,health
1136,19-64,52,1136,1955,,health
1137,19-64,62,1137,1555,,waste management
1138,19-64,30,1138,286,,construction
1139,65-90,74,1139,1254,,
1140,19-64,60,1140,826,,manufacturing
1141,6-18,8,1141,1404,1,
1142,19-64,19,1142,498,,health
1143,19-64,63,1143,104,,retail
1144,19-64,34,1144,1524,,health
1145,19-64,27,1145,1701,,health
1146,19-64,57,1146,2051,,waste management
1147,6-18,14,1147,1140,1,
1148,19-64,60,1148,2059,,health
1149,19-64,51,1149,1934,,health
1150,19-64,64,1150,1371,,health
1151,19-64,24,1151,1464,,agriculture
1152,65-90,84,1152,1264,,
1153,19-64,27,1153,1261,,waste management
1154,65-90,67,1154,694,,
1155,19-64,54,1155,1974,,retail
1156,19-64,37,1156,1059,,health
1157,19-64,24,1157,1134,,manufacturing
1158,19-64,29,1158,447,,manufacturing
1159,6-18,6,1159,1958,1,
1160,6-18,18,1160,1343,0,
1161,19-64,39,1161,502,,waste management
1162,19-64,41,1162,1021,,waste management
1163,0-5,0,1163,794,,
1164,0-5,2,1164,246,,
1165,19-64,22,1165,880,,transportation
1166,19-64,45,1166,1065,,manufacturing
1167,65-90,85,1167,579,,
1168,65-90,82,1168,1447,,
1169,19-64,21,1169,856,,waste management
1170,65-90,76,1170,50,,
1171,6-18,15,1171,1453,1,
1172,19-64,51,1172,1429,,retail
1173,65-90,84,1173,1691,,
1174,65-90,86,1174,1987,,
1175,65-90,79,1175,1520,,
1176,0-5,2,1176,971,,
1177,19-64,41,1177,966,,waste management
1178,19-64,31,1178,152,,waste management
1179,19-64,22,1179,286,,retail
1180,19-64,50,1180,177,,retail
1181,19-64,31,1181,32,,waste management
1182,65-90,78,1182,1231,,
1183,19-64,46,1183,1677,,construction
1184,6-18,13,1184,1773,1,
1185,19-64,32,1185,1050,,health
1186,19-64,40,1186,202,,waste management
1187,19-64,34,1187,1310,,retail
1188,19-64,51,1188,1075,,finance
1189,19-64,57,1189,1517,,transportation
1190,6-18,17,1190,1241,0,
1191,19-64,50,1191,726,,waste management
1192,19-64,38,1192,346,,manufacturing
1193,65-90,77,1193,93,,
1194,65-90,80,1194,756,,
1195,6-18,18,1195,1087,0,
1196,19-64,29,1196,1319,,waste management
1197,65-90,74,1197,1245,,
1198,6-18,16,1198,406,1,
1199,19-64,51,1199,1918,,finance
1200,19-64,61,1200,808,,construction
1201,19-64,50,1201,1205,,arts
1202,19-64,40,1202,1205,,health
1203,65-90,88,1203,1299,,
1204,19-64,36,1204,692,,wholesale
1205,6-18,11,1205,1350,1,
1206,65-90,89,1206,1558,,
1207,19-64,46,1207,1878,,health
1208,19-64,63,1208,1966,,retail
1209,6-18,15,1209,167,1,
1210,19-64,38,1210,1244,,health
1211,19-64,20,1211,1573,,retail
1212,19-64,20,1212,316,,waste management
1213,19-64,60,1213,764,1,schools
1214,0-5,0,1214,842,,
1215,19-64,56,1215,1414,,retail
1216,6-18,10,1216,1674,1,
1217,19-64,51,1217,1634,,health
1218,6-18,7,1218,1602,1,
1219,19-64,42,1219,906,,
1220,0-5,2,1220,1551,,
1221,65-90,68,1221,2061,,
1222,65-90,76,1222,1078,,
1223,19-64,64,1223,1434,,arts
1224,19-64,50,1224,537,,transportation
1225,19-64,36,1225,556,,finance
1226,19-64,48,1226,608,,finance
1227,19-64,31,1227,926,,public
1228,19-64,36,1228,325,,health
1229,65-90,76,1229,1867,,
1230,6-18,7,1230,1445,1,
1231,19-64,34,1231,1701,,health
1232,19-64,35,1232,743,,health
1233,19-64,39,1233,1224,,health
1234,19-64,22,1234,1147,,health
1235,19-64,49,1235,592,,finance
1236,19-64,29,1236,87,,agriculture
1237,65-90,66,1237,1725,,
1238,19-64,44,1238,54,,health
1239,19-64,47,1239,348,,health
1240,65-90,79,1240,667,,
1241,19-64,43,1241,1308,,waste management
1242,65-90,68,1242,1364,,
1243,19-64,64,1243,1892,,waste management
1244,0-5,0,1244,1066,,
1245,19-64,49,1245,841,,retail
1246,19-64,40,1246,940,,finance
1247,19-64,38,1247,1692,,retail
1248,6-18,11,1248,1779,1,
1249,6-18,12,1249,1954,0,
1250,19-64,61,1250,1507,,health
1251,19-64,64,1251,1761,,other
1252,65-90,89,1252,1108,,
1253,65-90,68,1253,52,,
1254,19-64,37,1254,300,,health
1255,19-64,42,1255,425,,public
1256,19-64,55,1256,1439,,health
1257,19-64,47,1257,1665,,arts
1258,19-64,22,1258,429,,transportation
1259,19-64,54,1259,1953,,construction
1260,65-90,79,1260,1761,,
1261,19-64,19,1261,1193,,manufacturing
1262,65-90,66,1262,507,,
1263,19-64,41,1263,1357,,waste management
1264,19-64,33,1264,552,,other
1265,65-90,86,1265,1120,,
1266,19-64,46,1266,905,,other
1267,19-64,40,1267,624,,manufacturing
1268,65-90,79,1268,2084,,
1269,19-64,20,1269,244,,construction
1270,19-64,21,1270,250,,retail
1271,19-64,36,1271,1025,,manufacturing
1272,19-64,54,1272,266,,retail
1273,19-64,53,1273,288,,retail
1274,65-90,85,1274,1825,,
1275,6-18,10,1275,1969,1,
1276,6-18,7,1276,1653,0,
1277,19-64,30,1277,736,,public
1278,0-5,1,1278,1390,,
1279,19-64,22,1279,717,,finance
1280,6-18,10,1280,1709,1,
1281,6-18,16,1281,705,1,
1282,65-90,82,1282,1937,,
1283,19-64,38,1283,1193,,manufacturing
1284,6-18,17,1284,405,0,
1285,19-64,47,1285,1019,,manufacturing
1286,19-64,22,1286,1093,,construction
1287,0-5,3,1287,1196,,
1288,19-64,33,1288,600,,transportation
1289,19-64,35,1289,1758,,construction
1290,6-18,14,1290,1239,0,
1291,19-64,49,1291,1804,,waste management
1292,6-18,15,1292,970,1,
1293,19-64,61,1293,1314,,finance
1294,19-64,43,1294,476,,construction
1295,6-18,12,1295,1873,1,
1296,19-64,38,1296,1059,,manufacturing
1297,19-64,59,1297,2051,,construction
1298,19-64,27,1298,619,,transportation
1299,19-64,31,1299,1182,,health
1300,19-64,53,1300,722,,waste management
1301,0-5,0,1301,616,,
1302,19-64,63,1302,1530,,health
1303,19-64,32,1303,394,,retail
1304,19-64,51,1304,1438,,waste management
1305,19-64,38,1305,469,,finance
1306,6-18,8,1306,1799,1,
1307,19-64,31,1307,980,0,schools
1308,65-90,67,1308,892,,
1309,65-90,71,1309,1257,,
1310,0-5,5,1310,960,1,
1311,65-90,68,1311,1892,,
1312,19-64,20,1312,1071,,waste management
1313,19-64,59,1313,1237,,waste management
1314,65-90,81,1314,1865,,
1315,19-64,21,1315,1195,,transportation
1316,6-18,13,1316,1321,0,
1317,0-5,1,1317,1105,,
1318,19-64,58,1318,146,,arts
1319,6-18,7,1319,440,1,
1320,19-64,60,1320,1522,,health
1321,6-18,13,1321,332,1,
1322,6-18,11,1322,1216,0,
1323,65-90,65,1323,1580,,arts
1324,6-18,18,1324,1245,1,
1325,19-64,51,1325,1717,,health
1326,6-18,12,1326,488,0,
1327,65-90,86,1327,1770,,
1328,19-64,55,1328,338,,transportation
1329,19-64,20,1329,1806,,finance
1330,65-90,75,1330,721,,
1331,19-64,26,1331,634,,transportation
1332,19-64,30,1332,579,,waste management
1333,6-18,13,1333,1712,1,
1334,19-64,49,1334,1072,,other
1335,19-64,35,1335,393,,health
1336,19-64,38,1336,236,,waste management
1337,65-90,88,1337,1715,,
1338,19-64,59,1338,2066,,agriculture
1339,65-90,85,1339,1487,,
1340,6-18,7,1340,910,1,
1341,65-90,66,1341,2038,,
1342,6-18,13,1342,1326,1,
1343,65-90,84,1343,643,,
1344,19-64,26,1344,825,,finance
1345,6-18,7,1345,1886,0,
1346,65-90,74,1346,1928,,
1347,19-64,56,1347,189,,construction
1348,19-64,55,1348,1428,,retail
1349,19-64,51,1349,1000,,other
1350,19-64,21,1350,1330,,waste management
1351,6-18,9,1351,607,0,
1352,65-90,75,1352,501,,
1353,65-90,86,1353,2034,,
1354,19-64,50,1354,701,,construction
1355,19-64,38,1355,1933,,retail
1356,19-64,32,1356,1324,,health
1357,19-64,28,1357,1735,,waste management
1358,19-64,62,1358,1330,,retail
1359,19-64,23,1359,270,,retail
1360,19-64,27,1360,386,,waste management
1361,65-90,70,1361,857,,
1362,19-64,58,1362,790,,retail
1363,19-64,42,1363,538,,public
1364,19-64,56,1364,1170,0,schools
1365,65-90,88,1365,573,,
1366,0-5,1,1366,933,,
1367,65-90,76,1367,1975,,
1368,19-64,25,1368,320,,waste management
1369,19-64,40,1369,302,,finance
1370,19-64,32,1370,1139,,waste management
1371,19-64,38,1371,1243,,transportation
1372,19-64,56,1372,1293,,retail
1373,19-64,30,1373,20,,health
1374,19-64,40,1374,1412,,retail
1375,19-64,31,1375,1242,,health
1376,19-64,33,1376,833,,health
1377,0-5,1,1377,999,,
1378,6-18,8,1378,792,1,
1379,65-90,82,1379,1786,,
1380,19-64,62,1380,1637,,health
1381,19-64,57,1381,1345,,waste management
1382,19-64,19,1382,456,,other
1383,0-5,1,1383,397,,
1384,6-18,13,1384,257,0,
1385,19-64,62,1385,1545,,retail
1386,19-64,21,1386,767,,finance
1387,19-64,64,1387,978,,health
1388,19-64,22,1388,545,,manufacturing
1389,19-64,29,1389,606,,retail
1390,65-90,72,1390,199,,
1391,19-64,37,1391,36,,manufacturing
1392,65-90,68,1392,2087,,
1393,19-64,54,1393,755,,manufacturing
1394,19-64,40,1394,1761,,other
1395,65-90,83,1395,1155,,
1396,0-5,3,1396,987,,
1397,0-5,5,1397,1426,1,
1398,19-64,29,1398,265,,agriculture
1399,19-64,26,1399,1486,,waste management
1400,0-5,3,1400,1085,,
1401,19-64,22,1401,923,,waste management
1402,19-64,36,1402,928,,manufacturing
1403,19-64,22,1403,332,,waste management
1404,19-64,55,1404,1041,,retail
1405,19-64,36,1405,439,,health
1406,65-90,69,1406,663,,
1407,65-90,76,1407,1548,,
1408,19-64,21,1408,1558,,health
1409,19-64,50,1409,2015,,finance
1410,65-90,65,1410,588,,arts
1411,19-64,20,1411,960,,arts
1412,19-64,29,1412,879,,health
1413,19-64,44,1413,566,,
1414,19-64,61,1414,1687,,other
1415,65-90,89,1415,2083,,
1416,6-18,18,1416,1564,0,
1417,19-64,29,1417,616,,waste management
1418,0-5,5,1418,911,0,
1419,19-64,53,1419,860,,manufacturing
1420,0-5,2,1420,1414,,
1421,19-64,51,1421,1018,,manufacturing
1422,6-18,8,1422,1717,1,
1423,19-64,61,1423,1968,,waste management
1424,19-64,58,1424,1755,,finance
1425,19-64,37,1425,735,,manufacturing
1426,6-18,10,1426,1891,0,
1427,19-64,59,1427,1210,,other
1428,19-64,49,1428,1311,,arts
1429,19-64,29,1429,1073,,health
1430,6-18,12,1430,890,1,
1431,19-64,54,1431,83,,health
1432,19-64,19,1432,1404,,construction
1433,0-5,3,1433,798,,
1434,6-18,18,1434,1453,0,
1435,19-64,53,1435,1766,,health
1436,19-64,54,1436,1996,,
1437,65-90,89,1437,716,,
1438,19-64,56,1438,1485,,other
1439,19-64,55,1439,2055,,transportation
1440,19-64,56,1440,367,,arts
1441,19-64,34,1441,939,,health
1442,19-64,23,1442,792,,waste management
1443,19-64,58,1443,22,,manufacturing
1444,6-18,15,1444,883,0,
1445,65-90,82,1445,248,,
1446,0-5,3,1446,1304,,
1447,19-64,55,1447,1436,,waste management
1448,19-64,38,1448,494,,waste management
1449,19-64,30,1449,89,,other
1450,19-64,36,1450,41,,arts
1451,19-64,54,1451,1827,,manufacturing
1452,6-18,14,1452,639,1,
1453,19-64,53,1453,1313,,wholesale
1454,19-64,63,1454,981,,manufacturing
1455,19-64,19,1455,922,,arts
1456,65-90,82,1456,1523,,
1457,19-64,40,1457,370,,transportation
1458,19-64,38,1458,457,,waste management
1459,19-64,49,1459,421,,retail
1460,19-64,27,1460,1276,,manufacturing
1461,19-64,32,1461,367,,health
1462,6-18,12,1462,1641,1,
1463,19-64,52,1463,1369,,manufacturing
1464,0-5,2,1464,1184,,
1465,19-64,59,1465,1452,,construction
1466,65-90,81,1466,2054,,
1467,19-64,49,1467,80,,
1468,65-90,88,1468,917,,
1469,0-5,5,1469,576,1,
1470,19-64,39,1470,1285,,finance
1471,19-64,53,1471,1063,,arts
1472,19-64,45,1472,668,,waste management
1473,19-64,52,1473,1382,,health
1474,19-64,49,1474,201,,arts
1475,19-64,40,1475,1693,,manufacturing
1476,65-90,66,1476,793,,
1477,19-64,30,1477,524,,construction
1478,19-64,51,1478,864,,public
1479,19-64,24,1479,5,,wholesale
1480,65-90,89,1480,1942,,
1481,19-64,63,1481,586,,retail
1482,0-5,3,1482,1453,,
1483,19-64,31,1483,1360,,finance
1484,19-64,60,1484,652,,finance
1485,19-64,56,1485,462,,transportation
1486,19-64,21,1486,933,,retail
1487,19-64,25,1487,1345,,health
1488,19-64,38,1488,1306,,other
1489,19-64,26,1489,1897,,health
1490,65-90,81,1490,1661,,
1491,65-90,79,1491,1542,,
1492,19-64,21,1492,357,,construction
1493,19-64,25,1493,89,,public
1494,19-64,39,1494,954,,retail
1495,65-90,84,1495,855,,
1496,19-64,27,1496,1899,,waste management
1497,6-18,10,1497,1558,1,
1498,0-5,4,1498,1571,,
1499,19-64,24,1499,1962,,health
1500,65-90,66,1500,1607,,
1501,6-18,15,1501,79,0,
1502,0-5,4,1502,1068,,
1503,65-90,74,1503,1670,,
1504,19-64,43,1504,1703,,finance
1505,0-5,4,1505,970,,
1506,19-64,39,1506,1223,,arts
1507,0-5,3,1507,787,,
1508,6-18,15,1508,1528,1,
1509,6-18,18,1509,50,0,
1510,19-64,37,1510,318,1,schools
1511,19-64,56,1511,816,,waste management
1512,19-64,19,1512,1022,,arts
1513,19-64,50,1513,1430,,health
1514,19-64,53,1514,1071,,finance
1515,0-5,0,1515,932,,
1516,6-18,13,1516,1773,1,
1517,19-64,50,1517,1288,,transportation
1518,19-64,40,1518,264,,health
1519,65-90,76,1519,1985,,
1520,65-90,78,1520,364,,
1521,19-64,43,1521,1061,,manufacturing
1522,6-18,11,1522,281,0,
1523,0-5,5,1523,1389,0,
1524,6-18,11,1524,1133,0,
1525,19-64,35,1525,227,,waste management
1526,19-64,42,1526,1850,,
1527,6-18,17,1527,167,1,
1528,65-90,86,1528,1601,,
1529,19-64,24,1529,220,,manufacturing
1530,19-64,35,1530,551,,waste management
1531,19-64,51,1531,1965,,construction
1532,65-90,67,1532,1697,,
1533,6-18,12,1533,318,0,
1534,6-18,16,1534,1143,0,
1535,19-64,55,1535,1163,,other
1536,65-90,71,1536,1897,,
1537,19-64,29,1537,1784,,health
1538,19-64,56,1538,260,,finance
1539,65-90,83,1539,1844,,
1540,19-64,33,1540,585,,arts
1541,65-90,82,1541,2094,,
1542,6-18,15,1542,1677,1,
1543,19-64,54,1543,934,,waste management
1544,19-64,42,1544,408,,waste management
1545,65-90,73,1545,518,,
1546,19-64,28,1546,1657,,health
1547,19-64,49,1547,10,,health
1548,19-64,52,1548,1110,,
1549,6-18,17,1549,526,1,
1550,19-64,35,1550,1214,,transportation
1551,0-5,1,1551,1598,,
1552,19-64,28,1552,1095,,health
1553,65-90,70,1553,1557,,
1554,6-18,15,1554,988,0,
1555,19-64,24,1555,1250,0,schools
1556,65-90,69,1556,1961,,
1557,65-90,86,1557,869,,
1558,19-64,43,1558,1203,,manufacturing
1559,19-64,24,1559,217,,waste management
1560,65-90,66,1560,2072,,
1561,19-64,52,1561,2011,,finance
1562,19-64,64,1562,430,,public
1563,19-64,59,1563,1874,,health
1564,19-64,52,1564,2024,,transportation
1565,19-64,64,1565,1879,,transportation
1566,6-18,14,1566,191,0,
1567,6-18,17,1567,1094,0,
1568,65-90,89,1568,1929,,
1569,65-90,78,1569,1999,,
1570,19-64,38,1570,476,,retail
1571,19-64,37,1571,190,,other
1572,19-64,39,1572,1513,,health
1573,0-5,0,1573,153,,
1574,19-64,47,1574,116,,waste management
1575,19-64,59,1575,413,,retail
1576,19-64,63,1576,1733,,health
1577,0-5,5,1577,1081,1,
1578,6-18,6,1578,548,1,
1579,19-64,23,1579,1193,,retail
1580,19-64,25,1580,1302,,manufacturing
1581,0-5,2,1581,1454,,
1582,65-90,88,1582,1771,,
1583,19-64,53,1583,777,,retail
1584,19-64,27,1584,804,,retail
1585,6-18,9,1585,1698,0,
1586,19-64,46,1586,1121,,manufacturing
1587,19-64,55,1587,161,,information
1588,6-18,17,1588,1744,1,
1589,65-90,73,1589,1975,,
1590,19-64,60,1590,321,,health
1591,65-90,85,1591,1859,,
1592,19-64,41,1592,1059,,
1593,19-64,32,1593,972,,arts
1594,19-64,53,1594,1827,,health
1595,6-18,11,1595,885,1,
1596,19-64,25,1596,873,,construction
1597,19-64,63,1597,1758,,health
1598,19-64,29,1598,1203,,transportation
1599,19-64,24,1599,2000,,waste management
1600,19-64,23,1600,848,,finance
1601,19-64,37,1601,360,,information
1602,19-64,49,1602,641,,finance
1603,0-5,0,1603,1779,,
1604,19-64,52,1604,1701,,arts
1605,19-64,36,1605,702,0,schools
1606,19-64,59,1606,777,,other
1607,19-64,23,1607,759,,finance
1608,19-64,61,1608,779,,health
1609,19-64,40,1609,538,,retail
1610,6-18,6,1610,824,0,
1611,19-64,19,1611,384,,other
1612,6-18,17,1612,1239,1,
1613,19-64,44,1613,7,,public
1614,19-64,38,1614,196,,arts
1615,19-64,29,1615,1198,,transportation
1616,19-64,26,1616,1440,,health
1617,19-64,54,1617,1037,,other
1618,19-64,42,1618,596,,health
1619,19-64,37,1619,982,,manufacturing
1620,0-5,3,1620,1141,,
1621,19-64,41,1621,1909,,health
1622,6-18,6,1622,739,0,
1623,19-64,48,1623,120,,manufacturing
1624,19-64,41,1624,1379,,manufacturing
1625,19-64,42,1625,593,,information
1626,6-18,15,1626,1144,1,
1627,6-18,10,1627,1528,0,
1628,65-90,80,1628,1035,,
1629,65-90,88,1629,1921,,
1630,19-64,39,1630,522,,other
1631,19-64,61,1631,1594,,health
1632,6-18,13,1632,1006,0,
1633,19-64,22,1633,176,,health
1634,19-64,27,1634,977,,manufacturing
1635,65-90,79,1635,1494,,
1636,19-64,30,1636,1165,,manufacturing
1637,19-64,27,1637,824,,manufacturing
1638,19-64,20,1638,932,,health
1639,19-64,43,1639,1380,,other
1640,19-64,58,1640,576,,health
1641,19-64,59,1641,1304,,manufacturing
1642,6-18,9,1642,51,0,
1643,19-64,41,1643,894,,manufacturing
1644,65-90,84,1644,345,,
1645,19-64,23,1645,1063,,manufacturing
1646,6-18,9,1646,1212,0,
1647,19-64,30,1647,827,,transportation
1648,65-90,66,1648,1910,,
1649,65-90,78,1649,1875,,
1650,19-64,61,1650,1237,,retail
1651,19-64,64,1651,1371,,health
1652,19-64,28,1652,21,,construction
